Order Type,Row Count,Organization,Order Number,Status,Shipping Type,Created At,In Fulfillment Date,Serial Number,Missing Charger?,Recipient Country,Tracking Number,Order Item Number,Asset Number,Depot Vendor,Items,Shipped Date,In Return Date,Pending Return Date,Completed Date
Procurement to Recipient,41,Check,96295-1-CHEC,IN_FULFILLMENT,Standard,11/05/2025,11/06/2025,J72XL29DW7,,United States,419808995257,96295-1-6-CHEC,82020,ZONES,1,,,,
Procurement to Recipient,41,Aledade,95631-1-ALED,EXCEPTION,Standard,11/03/2025,11/05/2025,CRW9PXWJL7,,United States,,95631-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95614-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/05/2025,GW7J4FXYNW,,United States,,95614-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95634-1-ALED,CANCELED,Standard,11/03/2025,11/05/2025,H4W5XQXQ0J,,United States,,95634-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95173-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/04/2025,HCG75YJK2R,,United States,,95173-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95620-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/04/2025,M721TF4Y6N,,United States,,95620-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95625-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,MKJ4X6J2GW,,United States,394990066774,95625-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95626-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,CP6FX4L9F0,,United States,394990002464,95626-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95615-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,HTGGWGMQKK,,United States,394990136822,95615-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95622-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,F7GK3HGJ3M,,United States,394990101460,95622-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95618-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,FLM64N9KQ9,,United States,394989907033,95618-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95616-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,H4J9QF32JY,,United States,394990167350,95616-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95629-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,JYCFKPFGM4,,United States,,95629-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95632-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,KG20J1H7HX,,United States,394990194814,95632-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95635-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/03/2025,M32WD672YT,,United States,394990042891,95635-1-4-ALED,,ZONES,3,,,,
Procurement to Recipient,41,Aledade,95171-1-ALED,COMPLETE,Standard,10/30/2025,11/03/2025,MXX022Y7DV,,United States,394944513915,95171-1-3-ALED,,ZONES,2,2025-11-04 15:46:23,,,2025-11-05 13:26:15
Procurement to Recipient,41,Aledade,95160-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,CDP4G9PXDL,,United States,394943705824,95160-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95168-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,CTK291LPDX,,United States,,95168-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95156-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,HC67PY6TNQ,,United States,,95156-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95170-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,KD9CMJJJD4,,United States,394944009404,95170-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95157-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,LM6FTVHXRJ,,United States,,95157-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95158-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,LV9HCJQWG1,,United States,394974006544,95158-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95163-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,11/03/2025,MY47VGHXN2,,United States,394944067418,95163-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95164-1-ALED,COMPLETE,Standard,10/30/2025,10/31/2025,,,United States,394943852855,95164-1-4-ALED,,ZONES,3,2025-11-04 10:58:53,,,2025-11-06 14:54:28
Procurement to Recipient,41,Aledade,95179-1-ALED,COMPLETE,Standard,10/30/2025,10/31/2025,F9CNK72T3J,,United States,,95179-1-3-ALED,,ZONES,2,2025-11-04 15:50:10,,,2025-11-04 15:50:13
Procurement to Recipient,41,Aledade,95166-1-ALED,COMPLETE,Standard,10/30/2025,10/31/2025,G9N2K5J4H9,,United States,394868883855,95166-1-3-ALED,,ZONES,2,,,,2025-11-04 15:41:06
Procurement to Recipient,41,Aledade,95165-1-ALED,COMPLETE,Standard,10/30/2025,10/31/2025,GXKM6YD239,,United States,,95165-1-3-ALED,,ZONES,2,2025-11-04 15:40:35,,,2025-11-04 15:40:38
Procurement to Recipient,41,Aledade,95174-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,10/31/2025,KGQY076WCW,,United States,394945027980,95174-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95169-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,10/31/2025,KWYT42HWK6,,United States,394943751341,95169-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95159-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,10/31/2025,LWV2WYPDYP,,United States,394870089862,95159-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95172-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,CGWL0Q2GX3,,United States,,95172-1-3-ALED,,ZONES,2,2025-11-04 15:45:40,,,2025-11-04 15:45:44
Procurement to Recipient,41,Aledade,95162-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,10/30/2025,D32DQW3LHP,,United States,,95162-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95178-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,DY7C6K9WRH,,United States,394869871343,95178-1-3-ALED,,ZONES,2,2025-11-04 15:48:40,,,2025-11-04 15:48:43
Procurement to Recipient,41,Aledade,95175-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,G20K9T4GF6,,United States,394869887754,95175-1-3-ALED,,ZONES,2,2025-11-04 15:45:14,,,2025-11-04 15:45:16
Procurement to Recipient,41,Aledade,95167-1-ALED,IN_FULFILLMENT,Standard,10/30/2025,10/30/2025,HCQ37NPX19,,United States,394869980053,95167-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95176-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,HXY13QPQK3,,United States,,95176-1-3-ALED,,ZONES,2,2025-11-04 15:47:30,,,2025-11-04 15:47:32
Procurement to Recipient,41,Aledade,95177-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,LJNF32HQ9T,,United States,394869840046,95177-1-3-ALED,,ZONES,2,2025-11-04 15:49:26,,,2025-11-04 15:49:29
Procurement to Recipient,41,Lumivero,94244-1-LUMI,COMPLETE,Standard,10/27/2025,10/27/2025,PF5JYKWN,,United States,486339573964,94244-1-4-LUMI,255786,ZONES,1,2025-10-28 20:44:06,,,2025-10-30 16:10:18
Procurement to Recipient,41,Nonstop Administration and Insurance Services,93662-1-NONS,COMPLETE,Standard,10/23/2025,10/27/2025,GRYG4K04G2,,United States,486339597170,93662-1-8-NONS,57422,ZONES,1,2025-10-28 23:45:38,,,2025-10-30 14:12:17
Recycle,16,Mediasmith,96659-1-MEDI,CREATED,,11/07/2025,,PF1LGGGQ,,,,96659-1-1-MEDI,29564,ZONES,1,,,,
Recycle,16,RSA Conference,96122-1-RSAC,CREATED,,11/05/2025,,66JXDY3,,,,96122-1-1-RSAC,44065,ZONES,1,,,,
Recycle,16,Mediasmith,96658-1-MEDI,CREATED,,11/07/2025,,FVFH44BVQ6LR,,,,96658-1-1-MEDI,6848,ZONES,1,,,,
Recycle,16,RSA Conference,96118-1-RSAC,CREATED,,11/05/2025,,7XQVVH3,,,,96118-1-1-RSAC,80129,ZONES,1,,,,
Recycle,16,TransfrVR,96129-1-TRAN,CREATED,,11/05/2025,,055850514257,,,,96129-1-1-TRAN,81639,ZONES,1,,,,
Recycle,16,Mediasmith,96657-1-MEDI,CREATED,,11/07/2025,,FVFGF0AXQ6LR,,,,96657-1-1-MEDI,91279,ZONES,1,,,,
Recycle,16,NP Digital,96396-1-NPDI,CREATED,,11/06/2025,,FVFHN6X8Q05N,,,,96396-1-1-NPDI,100715,ZONES,1,,,,
Recycle,16,NP Digital,96399-1-NPDI,CREATED,,11/06/2025,,MP29EP7A,,,,96399-1-1-NPDI,65199,ZONES,1,,,,
Recycle,16,RSA Conference,96120-1-RSAC,CREATED,,11/05/2025,,DP3JGY3,,,,96120-1-1-RSAC,45956,ZONES,1,,,,
Recycle,16,Escalon,96176-1-ESCA,CREATED,,11/05/2025,,GM00LDA8,,,,96176-1-1-ESCA,37080,ZONES,1,,,,
Recycle,16,TransfrVR,96128-1-TRAN,CREATED,,11/05/2025,,057484714257,,,,96128-1-1-TRAN,81726,ZONES,1,,,,
Recycle,16,GlossGenius,95394-1-GLOS,PENDING_CERTIFICATE,,10/31/2025,,MHP3M72391,,,,95394-1-1-GLOS,1228,ZONES,1,,,,
Recycle,16,NP Digital,96398-1-NPDI,CREATED,,11/06/2025,,PW014X5C,,,,96398-1-1-NPDI,100735,ZONES,1,,,,
Recycle,16,RSA Conference,96121-1-RSAC,CREATED,,11/05/2025,,GZ1WVH3,,,,96121-1-1-RSAC,44100,ZONES,1,,,,
Recycle,16,Mediasmith,96660-1-MEDI,CREATED,,11/07/2025,,LR09QDL3,,,,96660-1-1-MEDI,5800,ZONES,1,,,,
Recycle,16,NP Digital,96370-1-NPDI,CREATED,,11/06/2025,,FVFZ9B9NL40Y,,,,96370-1-1-NPDI,95274,ZONES,1,,,,
Resell,42,LucidLink,94264-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,RN9G25WRV7,,,,94264-1-1-LUCI,49809,ZONES,1,,,,
Resell,42,FreeWill,94746-1-FREE,CANCELED,,10/29/2025,,MH9NYPLV72,,,,94746-1-1-FREE,79828,ZONES,1,,,,
Resell,42,FreeWill,94753-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVHHJ4QJQ6L4,Missing Charger,,,94753-1-1-FREE,70123,ZONES,1,,,,
Resell,42,go1,93953-1-GO1,QUOTE_IN_PROGRESS,,10/24/2025,,C4YQ7976HP,Missing Charger,,,93953-1-1-GO1,50911,ZONES,1,,,,
Resell,42,LucidLink,94262-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,FVFGV5S0Q05P,,,,94262-1-1-LUCI,73582,ZONES,1,,,,
Resell,42,Render,96471-1-REND,QUOTE_IN_PROGRESS,,11/06/2025,,FRJ2H12TPQ,Missing Charger,,,96471-1-1-REND,70181,ZONES,1,,,,
Resell,42,FreeWill,94750-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFHWFS5Q6L7,,,,94750-1-1-FREE,96881,ZONES,1,,,,
Resell,42,LucidLink,94258-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,GCXL6H54P0,,,,94258-1-1-LUCI,93007,ZONES,1,,,,
Resell,42,LucidLink,94263-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,C02G867CQ05F,,,,94263-1-1-LUCI,58418,ZONES,1,,,,
Resell,42,Second Nature,93015-1-SECO,QUOTE_IN_PROGRESS,,10/20/2025,,PF50YBPC,,,,93015-1-1-SECO,107474,ZONES,1,,,,
Resell,42,"EHouse Studio, LLC",94496-1-EHOU,QUOTE_IN_PROGRESS,,10/28/2025,,C02WF1GDHTD7,,,,94496-1-1-EHOU,99396,ZONES,1,,,,
Resell,42,InStride,95308-1-INST,QUOTE_IN_PROGRESS,,10/31/2025,,PF-3DM0BR,,,,95308-1-1-INST,91250,ZONES,1,,,,
Resell,42,Linktree,95058-1-LINK,QUOTE_IN_PROGRESS,,10/30/2025,,N9H14JWY7V,,,,95058-1-1-LINK,37326,ZONES,1,,,,
Resell,42,NP Digital,96373-1-NPDI,QUOTE_IN_PROGRESS,,11/06/2025,,PF34Q03D,,,,96373-1-1-NPDI,99110,ZONES,1,,,,
Resell,42,FreeWill,94745-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,C17GG01FQ6L4,Missing Charger,,,94745-1-1-FREE,97008,ZONES,1,,,,
Resell,42,FreeWill,94752-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,C02GXAYRQ6L7,,,,94752-1-1-FREE,93454,ZONES,1,,,,
Resell,42,Consensys,96045-1-CONS,QUOTE_IN_PROGRESS,,11/05/2025,,CQ2X9HW1JH,,,,96045-1-1-CONS,23194,ZONES,1,,,,
Resell,42,FreeWill,94749-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,PT4K6DQ39T,,,,94749-1-1-FREE,67507,ZONES,1,,,,
Resell,42,FreeWill,94762-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFHC57XQ6L5,,,,94762-1-1-FREE,73756,ZONES,1,,,,
Resell,42,FreeWill,94761-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFJVFTE1WFV,,,,94761-1-1-FREE,64986,ZONES,1,,,,
Resell,42,Mangomint,95872-1-MANG,QUOTE_IN_PROGRESS,,11/04/2025,,GC65LWCD26,Missing Charger,,,95872-1-1-MANG,78952,ZONES,1,,,,
Resell,42,InStride,95312-1-INST,QUOTE_IN_PROGRESS,,10/31/2025,,KTY9LC22W7,Missing Charger,,,95312-1-1-INST,40115,ZONES,1,,,,
Resell,42,The Tour Guy,94985-1-THET,QUOTE_IN_PROGRESS,,10/30/2025,,N1N0CX12H72302B,,,,94985-1-1-THET,75810,ZONES,1,,,,
Resell,42,FreeWill,94747-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFFKBT7Q6L4,,,,94747-1-1-FREE,79151,ZONES,1,,,,
Resell,42,Mangomint,95873-1-MANG,QUOTE_IN_PROGRESS,,11/04/2025,,CFJJT601FL,Missing Charger,,,95873-1-1-MANG,71813,ZONES,1,,,,
Resell,42,CookUnity,94424-1-COOK,QUOTE_IN_PROGRESS,,10/28/2025,,C02D65TNML85,,,,94424-1-1-COOK,15230,ZONES,1,,,,
Resell,42,FreeWill,94758-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FNWYKY9L24,,,,94758-1-1-FREE,75139,ZONES,1,,,,
Resell,42,FreeWill,94748-1-FREE,CANCELED,,10/29/2025,,L9MK6L9W7N,,,,94748-1-1-FREE,58402,ZONES,1,,,,
Resell,42,LucidLink,94265-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,KPVGW0H714,Missing Charger,,,94265-1-1-LUCI,48208,ZONES,1,,,,
Resell,42,FreeWill,94755-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVHH9ESXQ6L4,,,,94755-1-1-FREE,64987,ZONES,1,,,,
Resell,42,Mangomint,95868-1-MANG,QUOTE_IN_PROGRESS,,11/04/2025,,9YP9JPW7X,,,,95868-1-1-MANG,106615,ZONES,1,,,,
Resell,42,Mangomint,95871-1-MANG,QUOTE_IN_PROGRESS,,11/04/2025,,W6JFH4XF24,,,,95871-1-1-MANG,92149,ZONES,1,,,,
Resell,42,InStride,95306-1-INST,QUOTE_IN_PROGRESS,,10/31/2025,,PF-37X4QT,,,,95306-1-1-INST,60436,ZONES,1,,,,
Resell,42,Lillio,93021-1-LILL,QUOTE_IN_PROGRESS,,10/20/2025,,FVC62WPHPW,,,,93021-1-1-LILL,95371,ZONES,1,,,,
Resell,42,FreeWill,94760-1-FREE,CANCELED,,10/29/2025,,LFC7CHGPX7,Missing Charger,,,94760-1-1-FREE,60659,ZONES,1,,,,
Resell,42,FreeWill,94756-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,C02GXGD0Q6L7,,,,94756-1-1-FREE,78114,ZONES,1,,,,
Resell,42,InStride,95310-1-INST,QUOTE_IN_PROGRESS,,10/31/2025,,H2X5GVFDH9,,,,95310-1-1-INST,82324,ZONES,1,,,,
Resell,42,Vercel,94525-1-VERC,QUOTE_IN_PROGRESS,,10/28/2025,,JVQKL6YYW9,,,,94525-1-1-VERC,100634,ZONES,1,,,,
Resell,42,Mangomint,95869-1-MANG,QUOTE_IN_PROGRESS,,11/04/2025,,G4GRY0W1HD,,,,95869-1-1-MANG,94263,ZONES,1,,,,
Resell,42,FreeWill,94751-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFH9GM6Q6L7,Missing Charger,,,94751-1-1-FREE,90058,ZONES,1,,,,
Resell,42,FreeWill,94757-1-FREE,QUOTE_IN_PROGRESS,,10/29/2025,,FVFH9LJ7Q6L7,,,,94757-1-1-FREE,64988,ZONES,1,,,,
Resell,42,LucidLink,94257-1-LUCI,QUOTE_IN_PROGRESS,,10/27/2025,,QJ2W6G7R6T,,,,94257-1-1-LUCI,79375,ZONES,1,,,,
Retrieval,402,Second Nature,96191-1-SECO,IN_FULFILLMENT,Standard,11/05/2025,11/09/2025,DL9HRVX3PQ,,United States,,96191-1-1-SECO,257678,ZONES,1,,,,
Retrieval,402,Ironclad,96722-1-IRON,IN_FULFILLMENT,Standard,11/08/2025,11/09/2025,M2542T43XY,,United States,,96722-1-1-IRON,264729,ZONES,1,,,,
Retrieval,402,MOTUS,95431-1-MOTU,IN_FULFILLMENT,Standard,10/31/2025,11/09/2025,,,United States,,95431-1-1-MOTU,262267,ZONES,1,,,,
Retrieval,402,InMotionHosting,96232-1-INMO,IN_FULFILLMENT,Standard,11/05/2025,11/09/2025,PF4DVQ9D,,United States,,96232-1-1-INMO,263506,ZONES,1,,,,
Retrieval,402,Calendly,96633-1-CALE,IN_FULFILLMENT,Standard,11/07/2025,11/09/2025,H5FWQ91Y46,,United States,,96633-1-1-CALE,50403,ZONES,1,,,,
Retrieval,402,DataStax,96413-1-DATA,IN_FULFILLMENT,Standard,11/06/2025,11/08/2025,D6J8C24,,United States,,96413-1-1-DATA,228170,ZONES,1,,,,
Retrieval,402,Weights and Biases,95948-1-WEIG,IN_FULFILLMENT,Standard,11/04/2025,11/08/2025,KWMX1V7D6V,,United States,,95948-1-1-WEIG,263311,ZONES,1,,,,
Retrieval,402,Just Appraised,95966-1-JUST,IN_FULFILLMENT,Standard,11/04/2025,11/08/2025,HVQ9RL272K,,United States,,95966-1-1-JUST,99272,ZONES,1,,,,
Retrieval,402,InMotionHosting,96405-1-INMO,IN_FULFILLMENT,Standard,11/06/2025,11/08/2025,MJ0FPK9Y,,United States,,96405-1-1-INMO,263799,ZONES,1,,,,
Retrieval,402,dbt,96702-1-DBT,IN_FULFILLMENT,Standard,11/07/2025,11/08/2025,CWRV4L5XWQ,,United States,,96702-1-1-DBT,57230,ZONES,1,,,,
Retrieval,402,NP Digital,96730-1-NPDI,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,PF11QXM4,,United States,,96730-1-1-NPDI,264751,ZONES,1,,,,
Retrieval,402,Ollie,96336-1-OLLI,IN_FULFILLMENT,Standard,11/06/2025,11/08/2025,,,United States,,96336-1-1-OLLI,263759,ZONES,1,,,,
Retrieval,402,Hex Technologies,96727-1-HEXT,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,W7J6CJ4M47,,United States,,96727-1-1-HEXT,58256,ZONES,1,,,,
Retrieval,402,Deputy,96717-1-DEPU,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,LW7R6NNXXQ,,United States,,96717-1-1-DEPU,264720,ZONES,1,,,,
Retrieval,402,Ironclad,96721-1-IRON,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,T59V6P04LC,,United States,,96721-1-1-IRON,264728,ZONES,1,,,,
Retrieval,402,Graphite Financial,96669-1-GRAP,IN_FULFILLMENT,Standard,11/07/2025,11/08/2025,85G0LY3,,United States,,96669-1-1-GRAP,262536,ZONES,1,,,,
Retrieval,402,Unite Us,96709-1-UNIT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,C02FQ0G0Q05N,,United States,,96709-1-1-UNIT,26931,ZONES,1,,,,
Retrieval,402,Mill,96715-1-MILL,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,DL21FF7YLW,,United States,,96715-1-1-MILL,50574,ZONES,1,,,,
Retrieval,402,Unite Us,96712-1-UNIT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,FVFGN3YPQ05N,,United States,,96712-1-1-UNIT,27076,ZONES,1,,,,
Retrieval,402,Annexus Health,96695-1-ANNE,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,5QPWHW3,,United States,,96695-1-1-ANNE,12948,ZONES,1,,,,
Retrieval,402,MOTUS,95676-1-MOTU,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,9NJDGD4,,United States,,95676-1-1-MOTU,255779,ZONES,1,,,,
Retrieval,402,Divurgent,95678-1-DIVU,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,,,United States,,95678-1-3-DIVU,,ZONES,2,,,,
Retrieval,402,Clarvos,96710-1-CLAR,IN_FULFILLMENT,2 Day,11/07/2025,11/07/2025,C9NXGQY6MP,,United States,,96710-1-1-CLAR,59707,ZONES,1,,,,
Retrieval,402,Forbes ADVISOR,96700-1-FORB,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,PF5H931Q,,United States,,96700-1-1-FORB,91787,ZONES,1,,,,
Retrieval,402,Socure,96691-1-SOCU,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,L60VFHWW4G,,United States,,96691-1-1-SOCU,264695,ZONES,1,,,,
Retrieval,402,InMotionHosting,96246-1-INMO,IN_FULFILLMENT,Standard,11/05/2025,11/07/2025,MJ0F7KPC,,United States,,96246-1-1-INMO,263512,ZONES,1,,,,
Retrieval,402,Vercel,92917-1-VERC,IN_FULFILLMENT,Standard,10/17/2025,11/07/2025,FQPW1M6YMR,,United States,,92917-1-1-VERC,259324,ZONES,1,,,,
Retrieval,402,Enterprise DB,96692-1-ENTE,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,J46JWFHVGF,,United States,,96692-1-1-ENTE,264699,ZONES,1,,,,
Retrieval,402,SIMSPACE,96624-1-SIMS,IN_FULFILLMENT,2 Day,11/07/2025,11/07/2025,7S694M3,,United States,,96624-1-3-SIMS,,ZONES,2,,,,
Retrieval,402,Unite Us,96565-1-UNIT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,C02FP38NQ05N,,United States,,96565-1-1-UNIT,27175,ZONES,1,,,,
Retrieval,402,Simulations Plus,96674-1-SIMU,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,JSRL203,,United States,,96674-1-1-SIMU,264682,ZONES,1,,,,
Retrieval,402,Vercel,96663-1-VERC,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,0F0005D23233FB,,United States,,96663-1-1-VERC,10137,ZONES,1,,,,
Retrieval,402,Horizon3.ai,96561-1-HORI,IN_FULFILLMENT,2 Day,11/07/2025,11/07/2025,L7L9FC2DW2,,United States,,96561-1-1-HORI,91509,ZONES,1,,,,
Retrieval,402,Socure,96305-1-SOCU,IN_FULFILLMENT,Standard,11/05/2025,11/07/2025,C4606VGKPN,,United States,,96305-1-1-SOCU,263539,ZONES,1,,,,
Retrieval,402,Calendly,96662-1-CALE,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,MQ07K6THMF,,United States,,96662-1-1-CALE,79829,ZONES,1,,,,
Retrieval,402,Epic Staffing Group,96644-1-EPIC,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,4KFQY04,,United States,,96644-1-1-EPIC,62282,ZONES,1,,,,
Retrieval,402,ABC Legal Services,96640-1-ABCL,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,GD9JL94,,United States,,96640-1-1-ABCL,264116,ZONES,1,,,,
Retrieval,402,Valera Health,96578-1-VALE,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,PF5BD2RN,,United States,,96578-1-1-VALE,263243,ZONES,1,,,,
Retrieval,402,TNTP,96627-1-TNTP,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96627-1-1-TNTP,264103,ZONES,1,,,,
Retrieval,402,Escalon,96626-1-ESCA,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,PF5HZGEK,,United States,,96626-1-1-ESCA,177304,ZONES,1,,,,
Retrieval,402,Unite Us,95550-1-UNIT,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,C02FP3EJQ05N,,United States,,95550-1-1-UNIT,26868,ZONES,1,,,,
Retrieval,402,Mangomint,96623-1-MANG,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96623-1-1-MANG,264097,ZONES,1,,,,
Retrieval,402,Found,96202-1-FOUN,IN_FULFILLMENT,Standard,11/05/2025,11/07/2025,J6TT21493M,,United States,,96202-1-1-FOUN,75732,ZONES,1,,,,
Retrieval,402,Pomelo Care,96212-1-POME,IN_FULFILLMENT,Standard,11/05/2025,11/07/2025,FDJHFKX4RC,,United States,,96212-1-1-POME,79913,ZONES,1,,,,
Retrieval,402,George Clinical,96592-1-GEOR,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96592-1-5-GEOR,,ZONES,3,,,,
Retrieval,402,Unite Us,95551-1-UNIT,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,C02FQ0FEQ05N,,United States,,95551-1-1-UNIT,26754,ZONES,1,,,,
Retrieval,402,MANTL,96587-1-MANT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,NQ24173WMF,,United States,,96587-1-1-MANT,37158,ZONES,1,,,,
Retrieval,402,Primer,96580-1-PRIM,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96580-1-1-PRIM,263930,ZONES,1,,,,
Retrieval,402,Clutch,96571-1-CLUT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96571-1-3-CLUT,,ZONES,2,,,,
Retrieval,402,CaptivateIQ,96566-1-CAPT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,C02FD7LWQ05N,,United States,,96566-1-1-CAPT,78951,ZONES,1,,,,
Retrieval,402,Divurgent,96563-1-DIVU,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,3633614557,,United States,,96563-1-1-DIVU,81067,ZONES,1,,,,
Retrieval,402,NP Digital,96559-1-NPDI,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,PW00ZD8F,,United States,,96559-1-1-NPDI,263886,ZONES,1,,,,
Retrieval,402,Second Nature,96552-1-SECO,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,FVW5FJF2PX,,United States,,96552-1-1-SECO,258158,ZONES,1,,,,
Retrieval,402,CloudZero,96548-1-CLOU,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,KC0YX6LD73,,United States,,96548-1-1-CLOU,90530,ZONES,1,,,,
